path,group,mean_val,std_val,rmse_abs,rmse_rel,ssim_value,mean_shift,usdsai_value
outputs/pipeline/run_20260719_232241/filters/lee/cistosGoldStd_run_20260719_232241_f3p5MHz_n01_lee.tif,lee,126.163024,10.659035,19.645539,15.164102,72.679149,-0.264838,3.665927
